Protein Group Accessions	Protein Descriptions	scenario	label	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
Q96GC5	39S ribosomal protein L48, mitochondrial OS=Homo sapiens GN=MRPL48 PE=1 SV=2 - [RM48_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.103434178250204	0.438757154538021	1	0.860179885527392	0.351676206050695	0.0991823385118561	0.109648405560098	0.0445053147996729	0.0339329517579722	0.0344480784955029	0	0.0087244480784955	0	0	0	0
Q96KN1	Protein FAM84B OS=Homo sapiens GN=FAM84B PE=1 SV=1 - [FA84B_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.524185587364265	0	0
Q96PY6	Serine/threonine-protein kinase Nek1 OS=Homo sapiens GN=NEK1 PE=1 SV=2 - [NEK1_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q96TA2	ATP-dependent zinc metalloprotease YME1L1 OS=Homo sapiens GN=YME1L1 PE=1 SV=2 - [YMEL1_HUMAN]	A	FALSE	0	0	0	0	0	0.397581254724112	1	0	0	0.170294784580499	0.105240614764424	0.0582262534643487	0	0	0	0.0335097001763668	0.0524061476442429	0	0	0	0	0.0775258251448728	0
Q99797	Mitochondrial intermediate peptidase OS=Homo sapiens GN=MIPEP PE=1 SV=2 - [MIPEP_HUMAN]	A	FALSE	0	0	0.227684346701164	1	0.503449762828805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99963	Endophilin-A3 OS=Homo sapiens GN=SH3GL3 PE=1 SV=1 - [SH3G3_HUMAN]	A	FALSE	0	0	0	0	0	0.953909891248058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BQ48	39S ribosomal protein L34, mitochondrial OS=Homo sapiens GN=MRPL34 PE=1 SV=1 - [RM34_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.442504179825376	1	0.94408322496749	0.38825933494334	0.0610440274939625	0.0723759985138399	0.030856399777076	0.0213078209177039	0	0	0	0	0	0	0
Q9BQC6	Ribosomal protein 63, mitochondrial OS=Homo sapiens GN=MRP63 PE=1 SV=1 - [RT63_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.374677801835241	1	0.84122074440664	0.38787503866378	0.0826373852974534	0	0.0520775337663677	0	0	0	0	0	0	0	0
Q9BRJ2	39S ribosomal protein L45, mitochondrial OS=Homo sapiens GN=MRPL45 PE=1 SV=2 - [RM45_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.450434782608696	1	0.64	0.40595652173913	0.10395652173913	0	0	0.0399608695652174	0	0.0107391304347826	0	0	0	0	0
Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1 - [NTPCR_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.353015751056473	0.486361890126777	0	0	0.230849020361122	0.164425662696888	0	0.121744141375336	0	0.25040338071456	0	0.206799846331156	0.206223588167499	0.211256242796773	0.553592009220131	1
Q9BTC8	Metastasis-associated protein MTA3 OS=Homo sapiens GN=MTA3 PE=1 SV=2 - [MTA3_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q9BYC8	39S ribosomal protein L32, mitochondrial OS=Homo sapiens GN=MRPL32 PE=1 SV=1 - [RM32_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.663648599045638	1	0.636485990456381	0.332925486357519	0	0	0	0	0	0	0	0	0	0	0
Q9BYC9	39S ribosomal protein L20, mitochondrial OS=Homo sapiens GN=MRPL20 PE=1 SV=1 - [RM20_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.404277248131925	1	0.613372842051018	0.484153568667869	0.11946663231126	0	0.0351584643133213	0	0	0	0	0	0	0	0
Q9BYD1	39S ribosomal protein L13, mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1 - [RM13_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.0771803278688525	0.415213114754098	1	0.731803278688525	0.404065573770492	0.13455737704918	0.112	0	0.0362491803278689	0.0385508196721312	0.0100655737704918	0	0	0	0	0
Q9BYD2	39S ribosomal protein L9, mitochondrial OS=Homo sapiens GN=MRPL9 PE=1 SV=2 - [RM09_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.619393790044357	1	0.991128634795466	0.462050271069492	0.112727944800394	0.209093149334648	0.0691966485953672	0	0	0	0	0	0	0	0
Q9BYD3	39S ribosomal protein L4, mitochondrial OS=Homo sapiens GN=MRPL4 PE=1 SV=1 - [RM04_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	1	0.773024361259655	0.522043969102793	0.101307189542484	0.170409982174688	0	0.0587700534759358	0.0548603683897802	0	0	0	0	0	0.0542840166369578
Q9BYD6	39S ribosomal protein L1, mitochondrial OS=Homo sapiens GN=MRPL1 PE=1 SV=2 - [RM01_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	1	0.958210712183637	0.453914067098293	0.112948793407887	0.150206003531489	0.0551324308416716	0.035897586815774	0.0398646262507357	0	0.0185638610947616	0	0.0118304885226604	0.0282107121836374	0
Q9BZE1	39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2 - [RM37_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.389384920634921	1	0.872222222222222	0.356944444444444	0.102678571428571	0.110615079365079	0.036984126984127	0.02875	0.0240674603174603	0	0	0	0	0	0
Q9H0U6	39S ribosomal protein L18, mitochondrial OS=Homo sapiens GN=MRPL18 PE=1 SV=1 - [RM18_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.223861852433281	0.614207221350079	1	0.905023547880691	0.468445839874411	0	0.143014128728414	0	0	0.0709026687598116	0	0	0	0	0.0138932496075353	0
Q9H1J1	Regulator of nonsense transcripts 3A OS=Homo sapiens GN=UPF3A PE=1 SV=1 - [REN3A_HUMAN]	A	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2W6	39S ribosomal protein L46, mitochondrial OS=Homo sapiens GN=MRPL46 PE=1 SV=1 - [RM46_HUMAN]	A	FALSE	0	0	0.0501459854014599	0	0.333284671532847	0.176788321167883	0.0999270072992701	0	0.453795620437956	1	0.994160583941606	0.465401459854015	0.125985401459854	0.141678832116788	0.0567372262773723	0	0.040970802919708	0	0	0	0	0	0.0288832116788321
Q9H488	GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens GN=POFUT1 PE=1 SV=1 - [OFUT1_HUMAN]	A	FALSE	0	0	0	0.59824631327222	0	0.508967716221602	0	0.339896373056995	0.45436428856118	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q9H6K4	Optic atrophy 3 protein OS=Homo sapiens GN=OPA3 PE=1 SV=1 - [OPA3_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270167777522409	1
Q9H6U8	Alpha-1,2-mannosyltransferase ALG9 OS=Homo sapiens GN=ALG9 PE=1 SV=2 - [ALG9_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.978457261987491	0	0	0	0	0	0	0
Q9H9J2	39S ribosomal protein L44, mitochondrial OS=Homo sapiens GN=MRPL44 PE=1 SV=1 - [RM44_HUMAN]	A	FALSE	0	0	0	0.131300242439709	0	0.0139977032027562	0	0.162179405384714	0.628429245884905	1	0.740589511292586	0.481561822125813	0.0922929692484369	0.184636978435626	0	0	0	0	0	0	0	0	0
Q9HD33	39S ribosomal protein L47, mitochondrial OS=Homo sapiens GN=MRPL47 PE=1 SV=2 - [RM47_HUMAN]	A	FALSE	0	0	0	0.0706863596872285	0	0	0	0.104430929626412	0.443092962641182	1	0.874022589052997	0.491920069504779	0.0379669852302346	0.125716768027802	0.052858384013901	0	0.012380538662033	0	0	0	0	0	0.0876629018245004
Q9HDC9	Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2 - [APMAP_HUMAN]	A	FALSE	0	0	0	1	0.833969465648855	0.50852417302799	0.192748091603053	0.26412213740458	0.218447837150127	0	0	0.0466730279898219	0	0.0450636132315522	0.0136577608142494	0.023441475826972	0.0647582697201018	0.00853053435114504	0.0160050890585242	0.0130534351145038	0.0113613231552163	0.0767175572519084	0.453307888040713
Q9NP92	28S ribosomal protein S30, mitochondrial OS=Homo sapiens GN=MRPS30 PE=1 SV=2 - [RT30_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.482821118991332	0.729156816390859	1	0.830575256107171	0.507722616233255	0.198029944838455	0.310480693459417	0.124586288416076	0.0944838455476753	0.0838455476753349	0	0	0	0	0	0
Q9NPH0	Lysophosphatidic acid phosphatase type 6 OS=Homo sapiens GN=ACP6 PE=1 SV=2 - [PPA6_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q9NQ50	39S ribosomal protein L40, mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1 - [RM40_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	1	0.39029197080292	0.345182481751825	0.0724744525547445	0.124306569343066	0.0541970802919708	0.0374744525547445	0.0352919708029197	0	0	0	0	0.0171970802919708	0.0387956204379562
Q9NRX2	39S ribosomal protein L17, mitochondrial OS=Homo sapiens GN=MRPL17 PE=1 SV=1 - [RM17_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.256301747930083	1	0.79770009199632	0.368445262189512	0.0932842686292548	0.121987120515179	0.061048758049678	0.0314811407543698	0.0257497700091996	0.0141122355105796	0	0	0.00700551977920883	0.0153633854645814	0
Q9NUQ2	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Homo sapiens GN=AGPAT5 PE=1 SV=3 - [PLCE_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.598547215496368	0.284939467312349	0	0.433220338983051	0.247651331719128	0.352493946731235	0.723970944309927	0.336125907990315	1	0
Q9NVS2	28S ribosomal protein S18a, mitochondrial OS=Homo sapiens GN=MRPS18A PE=1 SV=1 - [RT18A_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.374012474012474	1	0.922383922383922	0.426749826749827	0.0528759528759529	0.112889812889813	0	0	0	0	0	0	0	0	0
Q9NWU5	39S ribosomal protein L22, mitochondrial OS=Homo sapiens GN=MRPL22 PE=1 SV=1 - [RM22_HUMAN]	A	FALSE	0	0	0	0.102845849802372	0	0.0807905138339921	0.0477707509881423	0.130355731225296	0.510830039525692	1	0.821343873517787	0.439288537549407	0.168221343873518	0.16300395256917	0.0613359683794466	0.0514624505928854	0.0605375494071146	0	0.0190118577075099	0.0203162055335968	0	0.0383715415019763	0.0900395256916996
Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens GN=NDUFB11 PE=1 SV=1 - [NDUBB_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.896283971159179	0	0	0.627842484747643	0	0	0	0	0.195063782584581	0	0	0.167720465890183	0	0	1
Q9NX18	Succinate dehydrogenase assembly factor 2, mitochondrial OS=Homo sapiens GN=SDHAF2 PE=1 SV=1 - [SDHF2_HUMAN]	A	FALSE	0.0622084782888803	1	0.955031568096895	0	0.768199974230125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NX20	39S ribosomal protein L16, mitochondrial OS=Homo sapiens GN=MRPL16 PE=1 SV=1 - [RM16_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.132649962034928	0.101974183750949	1	0.819286256643888	0.375550493545938	0.112680334092635	0.134927866362946	0.0622171602126044	0.0711845102505695	0.0876233864844343	0.0354745634016705	0.0287699316628702	0	0.0535535307517084	0	0.118223234624146
Q9NYK5	39S ribosomal protein L39, mitochondrial OS=Homo sapiens GN=MRPL39 PE=1 SV=3 - [RM39_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.106946182728411	0.459073842302879	1	0.876720901126408	0.403504380475595	0.0575969962453066	0.107759699624531	0.0373842302878598	0.0437546933667084	0.0439549436795995	0	0	0.0100500625782228	0.0135168961201502	0	0
Q9NZE8	39S ribosomal protein L35, mitochondrial OS=Homo sapiens GN=MRPL35 PE=1 SV=3 - [RM35_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	1	0.779001798561151	0.295413669064748	0	0	0	0	0	0	0	0	0	0	0
Q9P015	39S ribosomal protein L15, mitochondrial OS=Homo sapiens GN=MRPL15 PE=1 SV=1 - [RM15_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.160748792270531	0.433091787439614	1	0.908212560386474	0.416062801932367	0.117934782608696	0.129227053140097	0.060018115942029	0	0.0381582125603865	0	0	0	0	0	0
Q9P0M9	39S ribosomal protein L27, mitochondrial OS=Homo sapiens GN=MRPL27 PE=1 SV=1 - [RM27_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.399404761904762	1	0.962797619047619	0	0.100595238095238	0.104315476190476	0	0	0	0	0	0	0	0	0
Q9P267	Methyl-CpG-binding domain protein 5 OS=Homo sapiens GN=MBD5 PE=1 SV=3 - [MBD5_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q9UBS4	DnaJ homolog subfamily B member 11 OS=Homo sapiens GN=DNAJB11 PE=1 SV=1 - [DJB11_HUMAN]	A	FALSE	0	0	0	1	0.925486875529213	0.781202370872142	0.402709568162574	0.423539373412362	0.242591024555462	0.0867061812023709	0.0996613039796782	0.0702878916172735	0.0289839119390347	0	0	0	0.0400254022015241	0	0	0	0.0240220152413209	0.0540558848433531	0
Q9UBX3	Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=1 SV=2 - [DIC_HUMAN]	A	FALSE	0	0	0	0	0	0	0.223201770564367	0.275322759129473	0.327333087421616	0.336849870896348	0.298745850239764	0.347510143858355	0.178827001106603	0.431943932128366	0.258096643305054	0.276503135374401	0.462559940981188	0.17336776097381	0.150682405016599	0.303614902250092	0.300479527849502	0.646255994098119	1
Q9UDW1	Cytochrome b-c1 complex subunit 9 OS=Homo sapiens GN=UQCR10 PE=1 SV=3 - [QCR9_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.248517520215633	0	0.394609164420485	0.318418688230009	0.259658580413297	0	0	0.145911949685535	0.272416891284816	0.355525606469003	0.131985624438455	0	0.205750224618149	0.279694519317161	0.506648697214735	1
Q9UFH2	Dynein heavy chain 17, axonemal OS=Homo sapiens GN=DNAH17 PE=1 SV=2 - [DYH17_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0.540986717267552	0.75079063883618	0.588172043010753	0.305249841872233	0.814674256799494	0.440101201771031	0.435926628716003	0.631562302340291	0.300569259962049	0.513662239089184	0.759013282732448	0.480645161290323	1	0.550537634408602
Q9UI12	V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1 - [VATH_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579302141157811	0	1	0
Q9UJ83	2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens GN=HACL1 PE=1 SV=2 - [HACL1_HUMAN]	A	FALSE	0	0	0.125026922248546	1	0.583889726469955	0	0	0.206224423863881	0.104802929140642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKU0	Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6 PE=2 SV=4 - [ACSL6_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339458955223881	0	0	0	0	0	1	0
Q9UQN3	Charged multivesicular body protein 2b OS=Homo sapiens GN=CHMP2B PE=1 SV=1 - [CHM2B_HUMAN]	A	FALSE	0	0	0	0	0.544960560911481	1	0.632427695004382	0	0.158808063102542	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2Q3	Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3 - [GSTK1_HUMAN]	A	FALSE	0	0	0	0	0	0	0.216255899318301	0.417514420555847	0.735710540115364	0	0	0	0	0	0	0	0.100157315154693	0	0	0	0	0.162716308337703	1
Q9Y3B7	39S ribosomal protein L11, mitochondrial OS=Homo sapiens GN=MRPL11 PE=1 SV=1 - [RM11_HUMAN]	A	FALSE	0	0	0	0	0	0	0.0707155172413793	0.205948275862069	0.44198275862069	1	0.807413793103448	0.398793103448276	0.125	0.12948275862069	0.0586293103448276	0.0315948275862069	0	0	0.0183189655172414	0	0	0	0
Q9Y3D2	Methionine-R-sulfoxide reductase B2, mitochondrial OS=Homo sapiens GN=MSRB2 PE=2 SV=2 - [MSRB2_HUMAN]	A	FALSE	0	0.922249793217535	0	0.767576509511993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q9Y6G3	39S ribosomal protein L42, mitochondrial OS=Homo sapiens GN=MRPL42 PE=1 SV=1 - [RM42_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	1	0.259134073716401	0	0	0	0	0	0	0	0	0	0	0
O43291	Kunitz-type protease inhibitor 2 OS=Homo sapiens GN=SPINT2 PE=1 SV=2 - [SPIT2_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293935643564356
O43291	Kunitz-type protease inhibitor 2 OS=Homo sapiens GN=SPINT2 PE=1 SV=2 - [SPIT2_HUMAN]	B	TRUE	0	0	0	1	0	0.215140264026403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43715	TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens GN=TRIAP1 PE=1 SV=1 - [TRIA1_HUMAN]	B	FALSE	0	0	0	0	1	0.56222331529759	0	0.301360878832596	0.338908017707821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962616822429906
O43715	TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens GN=TRIAP1 PE=1 SV=1 - [TRIA1_HUMAN]	B	TRUE	0	0	0	0	0.966060009837678	0.454172815215609	0	0.272339727824234	0.316281357599607	0	0	0	0	0	0	0	0	0	0	0	0	0.088457124118708	0.832923430070503
O43819	Protein SCO2 homolog, mitochondrial OS=Homo sapiens GN=SCO2 PE=1 SV=3 - [SCO2_HUMAN]	B	FALSE	0	0	0	0	0.922091782283885	0.734791889007471	0.372251867662754	0.562433297758805	0.359765208110993	0.225186766275347	0.243970117395945	0	0	0.247491995731057	0.134791889007471	0.109338313767343	0.207257203842049	0.0930096051227321	0.148826040554963	0.231270010672359	0.142262540021345	0.358431163287086	0.25923159018143
O43819	Protein SCO2 homolog, mitochondrial OS=Homo sapiens GN=SCO2 PE=1 SV=3 - [SCO2_HUMAN]	B	TRUE	0	0	0	0.600320170757738	1	0.882604055496265	0	0.56136606189968	0.324759871931697	0.216382070437567	0.221558164354322	0	0	0.257737459978655	0	0.131750266808965	0.24162219850587	0.109124866595518	0.16718249733191	0.242849519743863	0.149092849519744	0.301440768409819	0.229669156883671
O75394	39S ribosomal protein L33, mitochondrial OS=Homo sapiens GN=MRPL33 PE=1 SV=1 - [RM33_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.369018653690187	1	0.7448499594485	0.342741281427413	0	0	0	0	0	0	0	0	0	0	0
O75394	39S ribosomal protein L33, mitochondrial OS=Homo sapiens GN=MRPL33 PE=1 SV=1 - [RM33_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.745174371451744	0.665612327656123	0.394566098945661	0	0	0	0	0	0	0	0	0	0	0
O75947	ATP synthase subunit d, mitochondrial OS=Homo sapiens GN=ATP5H PE=1 SV=3 - [ATP5H_HUMAN]	B	FALSE	0	0	0.0259948761742101	0.353287788215201	1	0.714859094790777	0.977796754910333	0.441502988898377	0.664901793339026	0.444064901793339	0.209820666097353	0.198889837745517	0.0602561912894962	0.099402220324509	0.0380358667805295	0.0462937660119556	0.0128949615713066	0.0216737830913749	0	0.0118104184457728	0.0128608027327071	0.0585482493595218	0.110076857386849
O75947	ATP synthase subunit d, mitochondrial OS=Homo sapiens GN=ATP5H PE=1 SV=3 - [ATP5H_HUMAN]	B	TRUE	0	0	0	0	0.24602903501281	0.00619128949615713	0.185738684884714	0.0671818958155423	0.203245089666951	0.15866780529462	0.0937660119555935	0.102391118701964	0.0268488471391973	0.0894107600341588	0.0464901793339027	0.0623569598633647	0.0601024765157985	0.0377455166524338	0	0	0.01866780529462	0.0706746370623399	0.105465414175918
O94973	AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2 - [AP2A2_HUMAN]	B	FALSE	0	0	0	0	0	1	0	0.37103433289874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O94973	AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2 - [AP2A2_HUMAN]	B	TRUE	0	0	0	0	0	0.970230334637114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07477	Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1 - [TRY1_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	1	0.802721088435374	0	0	0	0	0	0	0	0	0	0	0	0
P07477	Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1 - [TRY1_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105658627087199	0.141280148423006	0.173562152133581	0	0
P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3 - [HEXB_HUMAN]	B	FALSE	0	0.146677740863787	0.234343853820598	0.86171096345515	1	0.169102990033223	0.0447259136212625	0	0.0334966777408638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054858803986711
P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3 - [HEXB_HUMAN]	B	TRUE	0	0.0808970099667774	0	0	0.737541528239203	0.0543604651162791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07858	Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3 - [CATB_HUMAN]	B	FALSE	0	0.240820620725934	0	1	0	0.541294055760126	0	0.316412414518674	0.152945817990531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394003156233561
P07858	Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3 - [CATB_HUMAN]	B	TRUE	0	0.186875328774329	0	0	0	0.283008942661757	0	0	0.135560231457128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1 - [RM03_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.615009859645053	1	0.8068669527897	0.45957545528361	0.0696322932374435	0.144994780187913	0.0333603990256351	0.0376870432664424	0.0351351351351351	0	0	0	0	0	0
P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1 - [RM03_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.941770096276534	0.904419440900128	0.592622665584039	0.138151026563044	0.461779375942466	0.124695510961605	0.170861848973437	0.167033986776476	0.0653288481614662	0.0324788307620926	0	0.0511541584502958	0	0
P10606	Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2 - [COX5B_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769705603038936
P10606	Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2 - [COX5B_HUMAN]	B	TRUE	0	0.315764482431149	0	0	0	0	0	0	0	0	0	0.264324153213042	0.234251345362457	0.350269072491295	0.105223171889839	0.359132636910415	0.528173472617917	0.313232035454258	0	0.295663184552073	0.355808800253245	0.534504590060146	1
P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1 - [COX41_HUMAN]	B	FALSE	0.00339862247094275	0.32135170038743	0.2916487300904	0.644855789926819	0.911536805854498	0.563925957813173	0.187645286267757	0.341584158415842	0.328024106758502	0.0454584588893672	0.0413473956091261	0.0578562204046492	0.0651958674128282	0.0666594920361601	0.0171201033146793	0.0390658631080499	0.106930693069307	0.0119199311235471	0.0174106758501937	0.0170512268618166	0	0.15471373224279	1
P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1 - [COX41_HUMAN]	B	TRUE	0	0.104003443822643	0.100344382264313	0.305854498493328	0.52862677572105	0.346749892380542	0	0.204390873869996	0.207490314248816	0.071093413689195	0.0675850193715024	0.080154972018941	0.0724709427464486	0.101700387430047	0.0592767972449419	0.0846965131295738	0.125312096427034	0	0.0411321566939303	0.0761730520878175	0.0690701678863539	0.160159276797245	0.611278519156263
P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens GN=COX6B1 PE=1 SV=2 - [CX6B1_HUMAN]	B	FALSE	0.207675823105396	0.649522696278979	0.314825638028443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens GN=COX6B1 PE=1 SV=2 - [CX6B1_HUMAN]	B	TRUE	0.31638418079096	1	0.491720241574128	0.154958114163257	0	0	0	0	0	0	0	0	0	0	0	0	0.0112059224624976	0	0	0	0	0	0
P20674	Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2 - [COX5A_HUMAN]	B	FALSE	0	0.471665465032444	0.455659697188176	0.987743330930065	1	0.384138428262437	0.103705839942322	0.201153568853641	0.208507570295602	0.0235904830569575	0	0.0282047584715213	0.0173756308579668	0.00852775775054074	0.00121874549387167	0.0170439798125451	0.0422782984859409	0.00412256669069935	0.00374044700793079	0.00381831290555155	0.00459552992069214	0.0619322278298486	0.542898341744773
P20674	Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2 - [COX5A_HUMAN]	B	TRUE	0	0.277144917087239	0	0.606633020908436	0	0.144772891131939	0.04478731074261	0.112559480894016	0.135976928622927	0.0343330930064888	0.0298341744772891	0.037015140591204	0.0205335255948089	0.0503821196827686	0.0195529920692141	0.0374765681326604	0.0286229271809661	0.0216726748377794	0.0105883201153569	0.0279019466474405	0	0.0695890410958904	0.340158615717376
P29692	Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5 - [EF1D_HUMAN]	B	FALSE	0	0	0	0	1	0.747474747474748	0.377896613190731	0.306833036244801	0.138443256090315	0.045222816399287	0.0425430778371955	0.0338562091503268	0.00628045157456922	0	0	0	0	0	0	0	0	0	0
P29692	Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5 - [EF1D_HUMAN]	B	TRUE	0	0	0	0.353178847296494	0.703505644682115	0.626856803327392	0.382352941176471	0.211348781937017	0.10445632798574	0.0406417112299465	0.0337730243612597	0	0	0	0	0	0	0	0	0	0	0	0
P38570	Integrin alpha-E OS=Homo sapiens GN=ITGAE PE=1 SV=3 - [ITAE_HUMAN]	B	FALSE	0	0	0	0.291237113402062	0.728645066273932	0.248895434462445	0.0453424153166421	0.0329712812960236	0.0102743004418262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
